lat,lon,Name,Adresse, Nb de places BePark,
48.9024009,2.3044973,Indigo - Hôtel de Ville,80, BOULEVARD JEAN JAURÈS  92110 CLICHY FRANCE, 92024002,lat,lon,Name,Adresse, Nb de places BePark,
48.6676497,2.5468047,Indigo - Combs la Ville - Quincy,RUE DES BERGERIES  77380 COMBS-LA-VILLE FRANCE, 77122002,lat,lon,Name,Adresse, Nb de places BePark,
49.4175320,2.8235609,Indigo - Marché,PLACE DU MARCHÉ AUX HERBES  60200 COMPIÈGNE FRANCE, 60159002,lat,lon,Name,Adresse, Nb de places BePark,
49.4191133,2.8232161,Indigo - Solférino,9 RUE DE HARLAY  60200 COMPIÈGNE FRANCE, 60159003,lat,lon,Name,Adresse, Nb de places BePark,
49.4158683,2.8207373,Indigo - Centre,13 RUE DE BOUVINES  60200 COMPIÈGNE FRANCE, 60159004,lat,lon,Name,Adresse, Nb de places BePark,
49.4221209,2.8250842,Indigo - Gare,RUE FERDINAND SARRAZIN  60200 COMPIÈGNE FRANCE, 60159006,lat,lon,Name,Adresse, Nb de places BePark,
49.4193654,2.8195046,Indigo - Oise,20 RUE CLERMONT  60200 COMPIÈGNE FRANCE, 60159007,lat,lon,Name,Adresse, Nb de places BePark,
49.4171777,2.8270354,Indigo - Saint jacques,3 PLACE SAINT-JACQUES  60200 COMPIÈGNE FRANCE, 60159008,lat,lon,Name,Adresse, Nb de places BePark,
49.4144827,2.8206922,Indigo - Capucins,2 RUE DES CAPUCINS  60200 COMPIÈGNE FRANCE, 60159005,lat,lon,Name,Adresse, Nb de places BePark,
48.9919768,2.0752869,Indigo - Conflans Parc Relais Fin d'Oise,GARE FIN D'OISE 78700 CONFLANS STE HONORINE  78700 CONFLANS SAINTE-HONORINE FRANCE, 78172001,lat,lon,Name,Adresse, Nb de places BePark,
48.9974139,2.1010864,Indigo - Conflans Parc Armand Leprince,BLVD ARMAND 78700 CONFLANS STE HONORINE  78700 CONFLANS SAINTE-HONORINE FRANCE, 78172002,lat,lon,Name,Adresse, Nb de places BePark,
48.9982398,2.0993374,Indigo - Conflans Parc-Relais Fonderie,6 RUE DE LA FONDERIE 78700 CONFLANS STE HONORINE  78700 CONFLANS SAINTE-HONORINE FRANCE, 78172003,lat,lon,Name,Adresse, Nb de places BePark,
48.8916162,2.2441869,Indigo - Coeur Défense,10 AVENUE ANDRE PROTHIN  92049 COURBEVOIE FRANCE, 92026013,lat,lon,Name,Adresse, Nb de places BePark,
48.8951197,2.2382374,Indigo - Tour Egée,9-11 ALLÉE DE L'ARCHE  92400 COURBEVOIE FRANCE, 92026014,lat,lon,Name,Adresse, Nb de places BePark,
48.9859536,2.0060776,Indigo - Tour Egée - Prestation,9-11 RUE DE L'ARCHE  92400 COURBEVOIE FRANCE, 92026015,lat,lon,Name,Adresse, Nb de places BePark,
48.8957867,2.2394361,Indigo - Courbevoie Jacques Cartier,36, AVENUE LÉONARD DE VINCI 92400 COURBEVOIE, 920716,lat,lon,Name,Adresse, Nb de places BePark,
49.3611229,0.0799061,Indigo - Marché,2 RUE BRENEY 14800 DEAUVILLE, 14220002,lat,lon,Name,Adresse, Nb de places BePark,
49.3539760,0.0751220,Indigo - Les Lais de Mer,RUE RENALDO HAN  14800 DEAUVILLE, 14220004,lat,lon,Name,Adresse, Nb de places BePark,
49.3601317,0.0839871,Indigo - La Gare,PL LOUIS ARMAND 14800 DEAUVILLE, 14220007,lat,lon,Name,Adresse, Nb de places BePark,
49.3613166,0.0784521,Indigo - Quai de la Marine,LES JARDINS DU YACHT CLUB, RUE MIRABEAU, 14800 DEAUVILLE, 14220008,lat,lon,Name,Adresse, Nb de places BePark,
49.9234583,1.0749501,Indigo - De La Barre,RUE CLAUDE GROULARD  76200 DIEPPE FRANCE, 76217006,lat,lon,Name,Adresse, Nb de places BePark,
49.9246139,1.0789102,Indigo - Saint-Jacques,RUE DU CHÊNE PERCÉ  76200 DIEPPE FRANCE, 76217007,lat,lon,Name,Adresse, Nb de places BePark,
49.9283936,1.0782312,Indigo - La Plage,BOULEVARD DE VERDUN  76200 DIEPPE FRANCE, 76217008,lat,lon,Name,Adresse, Nb de places BePark,
49.9226837,1.0762921,Indigo - Hôtel de Ville,BOULEVARD MARÉCHAL JOFFRE 76200 DIEPPE FRANCE, 76217009,lat,lon,Name,Adresse, Nb de places BePark,
49.9321840,1.0832658,Indigo - Front de Mer,TRAVERSE HOUARD  76200 DIEPPE FRANCE, 76217010,lat,lon,Name,Adresse, Nb de places BePark,
49.9302870,1.0864090,Indigo - Quai de la Marne,QUAI DE LA MARNE  76200 DIEPPE FRANCE, 76217011,lat,lon,Name,Adresse, Nb de places BePark,
51.0349575,2.3477321,Indigo - Centre Commercial Pôle Marine,19 RUE DES FUSILIERS MARINS  59140 DUNKERQUE FRANCE, 59183012,lat,lon,Name,Adresse, Nb de places BePark,
