Propriétaire,Adresse,Latitude,Longitude,Nb places vacantes,Intérieur/extérieur/type,Hauteur max,Tarif HT hors com',Pleine propriété / Copropriété,Asset Manager,Commentaire,CP,Nb places totales,
Twenty Campus,2 Impasse du Télégraphe Evry Courcouronnes 91000,48.630776,2.4318292,10,,,60,0€,,,91000,,
Twenty Campus,"22 Rue Basse des Rives, 42100 Saint-Étienne, France",45.4248281,4.3949445,15,,,30,0€,,,42000,,
BNP,1-3 & 5-7 PROMENADE JEAN ROSTAND BOBIGNY,48.9094606,2.454344,153,,,,,,,394,,
BNP,2 A 6 RUE PAUL VAILLANT COUTURIER MALAKOFF,48.8114694,2.2992047,77,,,,,,,145,,
BNP,35-37 AVENUE LOUIS BREGUET VELIZY VILLACOUBLAY,48.7817363,2.1795791,572,,,,,,,707,,
BNP,201 RUE CARNOT FONTENAY SOUS BOIS,48.8531128,2.4907133,45,,,,,,,145,,
BNP,201 RUE CARNOT FONTENAY SOUS BOIS,48.8531128,2.4907133,144,,,,,,,169,,
BNP,8-10 AVENUE DU STADE DE FRANCE SAINT DENIS,48.9215492,2.3620546,132,,,,,,,412,,
STE,"1 rue du général Leclerc, puteaux",48.8869277,2.2428742,50+,50+,Intérieur,,80,0€,,92800,,
STE,196 rue Henri Ravera Bagneux,48.8056201,2.3136838,162,162,Extérieur,,40,0€,,92220,,
STE,"98-100 rue Maurice Arnoux,Montrouge",48.8152618,2.3107231,113,113,Intérieur,,70,0€,,92120,,
Cardinal Campus,38 Boulevard Voltaire Dijon,47.3152925,5.0504397,0,,,,,,,,,
Cardinal Campus,22 rue Georges Courteline Villeurbanne,45.7784164,4.877805,7,,,,,,,,,
Cardinal Campus,10 rue Jacqueline Auriol Lyon,45.7365252,4.875099,nc,,,,,,,,,
Cardinal Campus,341 Rue Estienne d'Orves Colombes,48.9094449,2.2324197,3,,,,,,,,,
Cardinal Campus,49 Avenue de Bordeaux Joué-les-Tours,47.3546328,0.6988602,65,,,,,,,,,
Cardinal Campus,4/9 passage du Coteau Lyon,45.7881444,4.8099929,27,,,,,,,,,
Cardinal Campus,5 place Charles de Gaulle  Castelnau-le-Lez,43.6284746,3.8972507,42,,,,,,,,,
Cardinal Campus,66 rue du 11 novembre - 73 rue Désirée Claude  Saint-Etienne,45.4251745,4.3909437,nc,,,,,,,,,
Cardinal Campus,582 impasse Eugène Augias La Garde,43.1384031,6.0394566,,,,,,,,,,
Cardinal Campus,98 Chemin du petit bois Ecully,45.7885821,4.7606515,80,,,,,,,,,
Cardinal Campus,22 rue de Montesquieu Lyon,45.753533,4.840737,3,,,,,,,,,
Cardinal Campus,7 Rue Marcelle Boninn Grenoble,45.2010995,5.706998,nc,,,,,,,,,
Cardinal Campus,5-7 rue Docteur Mazet Grenoble,45.1918533,5.7217125,nc,,,,,,,,,
Cardinal Campus,2 Boulevard du Levant  Noisy-le-Grand,48.8407921,2.5513511,nc,,,,,,,,,
Cardinal Campus,77 route de Genas  Villeurbanne,45.7546272,4.8823192,nc,,,,,,,,,
Cardinal Campus,241 av Général de Gaulle Bron,45.7304928,4.918439,17,,,,,,,,,
Cardinal Campus,279 Avenue Berthelot Lyon,45.7388736,4.8624352,5,,,,,,5 + 1 moto,,,
Cardinal Campus,6 rue Benjamin Constant Villeurbanne,45.7736194,4.882544,7,,,,,,,,,
Cardinal Campus,145 avenue Berthelot Lyon,45.7427616,4.8502245,9,,,,,,,,,
Cardinal Campus,69 rue Feuillat Lyon,45.7440045,4.8746872,nc,,,,,,,,,
Cardinal Campus,18 rue Marc Bloch Lyon,45.7471161,4.8451899,nc,,,,,,,,,
Cardinal Campus,59 route de Vienne Lyon,45.7414033,4.851242,4,,,,,,,,,
Cardinal Campus,25 rue Pauline Kergomard Lyon,45.7489172,4.850779,8,,,,,,,,,
Cardinal Campus,9 Avenue des Trois Fontaines Cergy,49.0377642,2.0754043,nc,,,,,,ouv sept 24,,,
Cardinal Campus,1 à 9 avenue du Général de Gaulle Créteil,48.7820463,2.4551263,nc,,,,,,ouv août 24,,,
Cardinal Campus,17 rue Marcel Dutartre Villeurbanne,45.7802257,4.8769354,21,,,,,,,,,
Cardinal Campus,6 Rue Joseph François GIROT Grenoble,45.196585,5.7419241,nc,,,,,,,,,
Cardinal Campus,10 rue Bechevelin Lyon,45.7534038,4.8424756,nc,,,,,,,,,
Cardinal Campus,10 rue Bechevelin Lyon,45.7534038,4.8424756,nc,,,,,,,,,
Cardinal Campus,40 rue de Bourgogne Lyon,45.7780964,4.80312,3,,,,,,,,,
Cardinal Campus,17-33 Av. de Bordeaux  Joué les Tours,47.3580078,0.6976504,nc,,,,,,ouv sept 24,,,
Cardinal Campus,231 av Général de Gaulle Bron,45.7307818,4.9177479,31,,,,,,,,,
Cardinal Campus,9 rue Marcel Sembat Paris,48.8990591,2.3375287,5,,,,,,5 (3 voiture + 2 moto),,,
Cardinal Campus,2 allée du Bon Lait Lyon,45.7365844,4.8319773,8,,,,,,,,,
Cardinal Campus,197 rue Marcel Merieux Lyon,45.7331646,4.8299634,8,,,,,,,,,
Cardinal Campus,32 rue du 24 mars 1852 Lyon,45.7765149,4.8005647,8,,,,,,,,,
Cardinal Campus,53 Route de Vienne Lyon,45.7417146,4.8511797,7,,,,,,,,,
Cardinal Campus,16 rue Père Chevrier Lyon,45.7497591,4.842369,nc,,,,,,,,,
Cardinal Campus,2 rue des Iris Lyon,45.764043,4.835659,17,,,,,,,,,
Cardinal Campus,4 Place du Lieutenant Morel Lyon,45.7717178,4.8267982,nc,,,,,,,,,
Quadral,"1 Rue du Maréchal Juin, 93160 Noisy-le-Grand",48.842112,2.5687943,25,Intérieur,,,,,,,93160,41
Quadral,1 Impasse des Fauvettes  34540 34540 BALARUC LES BAINS,43.44828,3.6850005,2,Intérieur,,,,,,34540,16,
Quadral,11 PLACE LUCIE AUBRAC  94600 94600 CHOISY LE ROI,48.7576652,2.4141537,22,Intérieur,,,,,,94600,66,
Quadral,11 RUE MARGUERITE PEREY  67000 67000 STRASBOURG,48.6072302,7.7891966,5,Intérieur,,,,,,67000,10,
Quadral,12 RUE DU GENERAL LE CORGUILLE  93330 93330 NEUILLY SUR MARNE,48.8649387,2.5341049,22,Intérieur,,,,,,93330,68,
Quadral,12 rue Paul Cezanne  74000 74000 ANNECY,45.904511,6.122566,1,Extérieur (garage),,,,,,74000,5,
Quadral,13 rue des Gascons 41 rue des Auvergnats 95100 95100 ARGENTEUIL,48.9538759,2.2854976,0,Intérieur,,,,,,95100,4,
Quadral,135 boulevard des Jardiniers  06200 06200 NICE,43.70916,7.192264,1,Intérieur,,,,,,6200,35,
Quadral,136 Grande rue  91360 91360 EPINAY SUR ORGE,48.6783954,2.3186047,1,Extérieur,,,,,,91360,56,
Quadral,15 RUE LEITERSPERGER  67100 67100 STRASBOURG,48.558577,7.750357,4,Intérieur,,,,,,67100,9,
Quadral,152/168 RUE DE L'EGALITE  78955 78955 CARRIERES SOUS POISSY,48.9464692,2.032432,50,Intérieur,,,,,,78955,56,
Quadral,17 rue Caroline Rier  91070 91070 BONDOUFLE,48.6155294,2.3656198,21,Intérieur,,,,,,91070,35,
Quadral,175 chemin de la Tourache  06130 06130 GRASSE,43.633884,6.933748,0,Intérieur,,,,,,6130,19,
Quadral,18-22 RUE LEONARD DE VINCI  67200 67200 STRASBOURG,48.567039,7.726324,45,Intérieur,,,,,,67200,45,
Quadral,187-201 av de la République  01630 01630 ST GENIS POUILLY,46.2428996,6.024657,1,Extérieur (garage),,,,,,1630,1,
Quadral,19 RUE BRUANT  75013 75013 PARIS 13EME,48.8349655,2.3653142,2,Intérieur,,,,,,75013,70,
Quadral,20 rue Bernard Giraudeau  34080 34080 MONTPELLIER,43.6223993,3.8218909,2,Intérieur,,,,,,34080,75,
Quadral,26/28 rue Puisard  69008 69008 LYON 8EME,45.7232808,4.8776576,0,Extérieur (garage),,,,,,69008,5,
Quadral,8-10 CHEMIN DU BOUT DE LA VILL 77290 77290 MITRY MORY,48.98543,2.619156,15,Extérieur,,,,,,77290,15,
Quadral,3 Ave. Leclerc de Hauteclocque  57000 57000 METZ,49.1099748,6.1700755,2,Extérieur,,,,,,57000,8,
Quadral,3 rue Clos Mon Désir  69100 69100 VILLEURBANNE,45.778512,4.9042626,2,Extérieur,,,,,,69100,5,
Quadral,3 rue du Jura  74100 74100 ANNEMASSE,46.1971142,6.2351044,0,Extérieur (garage),,,,,,74100,1,
Quadral,32 rue du Docteur COQUAND  74100 74100 ANNEMASSE,46.1971211,6.2348148,0,Extérieur (garage),,,,,,74100,1,
Quadral,32 rue Professeur Ranvier  69008 69008 LYON 8EME,45.7343036,4.8865241,1,Extérieur (garage),,,,,,69008,5,
Quadral,33 rue Jules Dorget  54000 54000 NANCY,48.6790085,6.1880773,1,Intérieur,,,,,,54000,17,
Quadral,34 rue Alfred Bastin  74100 74100 ANNEMASSE,46.1914972,6.2379349,13,Intérieur,,,,,,74100,18,
Quadral,34 rue Victor Schoelcher  78955 78955 CARRIERES SOUS POISSY,48.9508752,2.0388676,0,Intérieur,,,,,,78955,14,
Quadral,37 rue Gambetta  54000 54000 NANCY,48.6918844,6.1798759,0,Intérieur,,,,,,54000,10,
Quadral,4 & 6 rue de la Tourterelle  93160 93160 NOISY LE GRAND,48.8508193,2.5368912,11,Intérieur,,,,,,93160,11,
Quadral,4 allée Ronsard  94220 94220 CHARENTON LE PONT,48.8229632,2.4071994,2,Intérieur,,,,,,94220,41,
Quadral,40 rue de Nabécor  54000 54000 NANCY,48.6788786,6.1886406,5,Intérieur,,,,,,54000,14,
Quadral,43 RUE KAGENECK  67000 67000 STRASBOURG,48.586784,7.7386685,12,Extérieur,,,,,,67000,33,
Quadral,46 RUE DE L'ANGLE  67000 67000 STRASBOURG,48.6122926,7.7879806,9,Extérieur,,,,,,67000,16,
Quadral,5-7 RUE DES PINSONS  67800 67800 BISCHHEIM,48.611141,7.7606081,2,Intérieur,,,,,,67800,14,
Quadral,50 RUE EDOUARD VAILLANT  95870 95870 BEZONS,48.927464,2.216885,7,Intérieur,,,,,,95870,45,
Quadral,53/55 RUE HUGUES GUERIN  69008 69008 LYON 8EME,45.723413,4.8766664,0,Extérieur (garage),,,,,,69008,12,
Quadral,58 rue de la République  69600 69600 OULLINS,45.7158159,4.807676,2,Extérieur,,,,,,69600,7,
Quadral,65 chemin de la Croix Blanche  74570 74570 GROISY,46.0052898,6.1865344,1,Intérieur & Extérieur,,,,,,74570,16,
Quadral,7 BIS RUE GEORGES DUCROCQ  57070 57070 METZ,49.110873,6.1869363,6,Extérieur (garage),,,,,,57070,12,
Quadral,7 quai Ferdinand Favre  44100 44100 NANTES,47.2124496,-1.5411869,1,Intérieur,,,,,,44100,16,
Quadral,7-9 ALLEE PAUL SIGNAC  92110 92110 CLICHY,48.9099334,2.3074484,6,Intérieur,,,,,,92110,20,
Quadral,81 rue Henri Dunant  33100 33100 BORDEAUX,44.838306,-0.55014,8,Intérieur,,,,,,33100,10,
Quadral,89-93 Grande rue de St Clair  69300 69300 CALUIRE ET CUIRE,45.7892476,4.8546976,2,Extérieur (garage),,,,,,69300,10,
Quadral,94-96 rue Ardoin  93400 93400 ST OUEN,48.9099481,2.3264341,34,Intérieur,,,,,,93400,42,
Quadral,95 rue Jules Ferry  01630 01630 ST GENIS POUILLY,46.2436736,6.0241883,9,Extérieur (garage),,,,,,1630,22,
Quadral,96 avenue Foch  54270 54270 ESSEY LES NANCY,48.7049909,6.2254534,0,Intérieur & Extérieur,,,,,,54270,19,
Quadral,Les Floralies bât C Rue de la Gare 01710 01710 THOIRY,46.2351106,5.9800741,1,Extérieur (garage),,,,,,1710,6,
Sofidy,32 RUE DE TAUZIA BORDEAUX,44.8296801,-0.5590597,56,,,,,,,33000,,
Sofidy,7 ROUTE DE GALICE AIX EN PROVENCE,43.5282307,5.4344191,20,,,,,,,13100,,
Sofidy,4 RUE RENE CASSIN BORDEAUX,44.8764799,-0.5753911,3,,,,,,,33000,,
Sofidy,QUARTIER DE LA PLAINE DES MILLES AIX EN PROVENCE,43.4994126,5.3788101,150,,,,,,,13290,,
Sofidy,320 AVENUE ARCHIMEDE AIX EN PROVENCE,43.4910211,5.3400778,37,,,,,,,13100,,
Sofidy,36 RUE BRUNEL PARIS,48.8784161,2.2880079,25,,,,,,,75017,,
Sofidy,163-167 AVENUE GEORGES CLEMENCEAU NANTERRE,48.8868917,2.2129098,50,,,,,,,92000,,
Sofidy,60 QUAI ALPHONSE GALLO BOULOGNE BILLANCOURT,48.8406849,2.2254932,30,,,,,,,92100,,
Sofidy,49-51 RUE VIVIENNE PARIS,48.8710943,2.3411727,21,,,,,,,75002,,
Sofidy,23 PLACE WICKLOW MONTIGNY LE BRETONNEUX,48.7888979,2.0441572,89,,,,,,,78180,,
Sofidy,12 AVENUE GENERAL DE GAULLE VERSAILLES,48.8007706,2.128381,83,,,,,,,78000,,
Sofidy,1 - 3 AVENUE DE WESTPHALIE MONTIGNY LE BRETONNEUX,48.7898717,2.0449962,25,,,,,,,78180,,
Sofidy,50 AVENUE DAUMESNIL PARIS,48.845634,2.3783928,59,,,,,,,75012,,
Sofidy,37 TER RUE SAINT ROMAIN LYON,45.741096,4.8656791,26,,,,,,,69008,,
Sofidy,SWELY LYON,45.764043,4.835659,9,,,,,,,69007,,
Sofidy,24 AVENUE JOANNES MASSET LYON,45.7697849,4.7990898,15,,,,,,,69009,,
Sofidy,4 ALLEE DU CHATEAU BLANC WASQUEHAL,50.6811477,3.1170127,13,,,,,,,59290,,
Sofidy,164 AVENUE JOSEPH KESSEL VOISINS LE BRETONNEUX,48.7629859,2.060939,22,,,,,,,78960,,
Sofidy,LE TERTIAL TOULOUSE,43.5791366,1.3941654,12,,,,,,,31100,,
Sofidy,8 TERRASSE BELLINI PUTEAUX,48.8864606,2.2516705,4,,,,,,,92800,,
Sofidy,9 RUE MARIUS TERCE TOULOUSE,43.6081672,1.3556369,21,,,,,,,31300,,
Sofidy,AS PAS DU LAC SECTEUR NORD MONTIGNY LE BRETONNEUX,48.7864612,2.0396496,4,,,,,,,78180,,
Sofidy,TERRASSE BELLINI PUTEAUX,48.886914,2.2509199,44,,,,,,,92800,,
Sofidy,1 PLACE VERRAZZANO LYON,45.7876335,4.8132768,13,,,,,,,69009,,
Sofidy,23 BOULEVARD POISSONNIERE PARIS,48.8711617,2.3440074,4,,,,,,,75002,,
Sofidy,25 RUE GENERAL FOY PARIS,48.8789072,2.3171952,2,,,,,,,75008,,
Sofidy,2 RUE DE LA REDOUTE GUYANCOURT,48.7829474,2.0606329,392,,,,,,,78280,,
Sofidy,58-60 AVENUE DU GENERAL LECLERC BOURG LA REINE,48.7818561,2.3161901,77,,,,,,,92340,,
Sofidy,6 RUE DEWOITINE VELIZY VILLACOUBLAY,48.7823191,2.2148069,84,,,,,,,78140,,
Sofidy,5 RUE MONTESPAN EVRY,48.6335509,2.437517,3,,,,,,,91000,,
Sofidy,354 SQUARE CHAMPS ELYSEES EVRY-COURCOURONNES,48.6254695,2.4220962,3,,,,,,,91080,,
Sofidy,IMMEUBLE ABC 2 ORLEANS,47.9032335,1.9085203,4,,,,,,,45000,,
Sofidy,1 ROUTE DE LA NOUE GIF SUR YVETTE,48.7016742,2.1009059,1,,,,,,,91190,,
Sofidy,28 CHEMIN DE LA POTERNE GRENOBLE,45.1739524,5.7488516,5,,,,,,,38000,,
Sofidy,56 BOULEVARD DES COQUIBUS EVRY,48.624966,2.4288308,4,,,,,,,91000,,
Sofidy,17 RUE ROBERT SCHUMANN CREIL,49.2576443,2.4795922,2,,,,,,,60100,,
Sofidy,137 RUE HENRI BARBUSSE CLICHY,48.9028684,2.3120794,27,,,,,,,92110,,
Sofidy,LES COLLINES DE L'ARCHE PUTEAUX,48.8933169,2.2368487,78,,,,,,,92800,,
Sofidy,151-159 RUE DE SILLY BOULOGNE BILLANCOURT,48.8327215,2.2347599,24,,,,,,,92100,,
Sofidy,307 SQUARE DES CHAMPS ELYSEES COURCOURONNES,48.6253579,2.4234072,1,,,,,,,91080,,
Sofidy,11/13 RUE MADAME DE SANZILLON CLICHY,48.9033847,2.3145113,25,,,,,,,92110,,
Sofidy,16 RUE HOCHE PUTEAUX,48.8901982,2.2321867,89,,,,,,,92800,,
Sofidy,ZAC LES AUNETTES 3 EVRY,48.5257092,2.3832169,22,,,,,,,91000,,
Sofidy,ZAC DU CLOS AUX POIS LISSES,48.5969574,2.4382333,17,,,,,,,91080,,
Sofidy,24 QUAI GALLIENI SURESNES,48.870306,2.231143,156,,,,,,,92150,,
Sofidy,1 QUAI MARCEL DASSAULT SURESNES,48.8600479,2.223967,50,,,,,,,92150,,
Sofidy,4 CHEMIN DU RUISSEAU ECULLY,45.7703499,4.7853131,50,,,,,,,69130,,
Sofidy,15 CHEMIN DU PLATEAU DARDILLY,45.801204,4.76429,8,,,,,,,69570,,
Sofidy,140 BOULEVARD PEREIRE PARIS,48.8838493,2.2946739,1,,,,,,,75017,,
Sofidy,34 COURS BLAISE PASCAL EVRY,48.6261866,2.4300843,84,,,,,,,91000,,
Sofidy,6 RUE DES TECHNIQUES VILLENEUVE D ASCQ,50.6191907,3.1367689,95,,,,,,,59650,,
Sofidy,2-4 RUE DE BALE HORBOURG WIHR,48.0748181,7.4015745,44,,,,,,,68180,,
Sofidy,QUARTIER D'AFFAIRE GALAXIE LE MANS,48.0057867,0.2015378,23,,,,,,,72100,,
Sofidy,69 RUE DE LA BELLE ETOILE ROISSY EN FRANCE,48.97913,2.50111,59,,,,,,,95700,,
Sofidy,3 BOULEVARD DE L'OISE CERGY PONTOISE,49.032409,2.0860639,202,,,,,,,95000,,
Sofidy,PARC INNOVATION -BAT EUCLIDE ILLKIRCH GRAFFENSTADEN,48.5274242,7.7327282,27,,,,,,,67400,,
Sofidy,15A  AVENUE DE L EUROPE SCHILTIGHEIM,48.6131129,7.7172482,21,,,,,,,67300,,
Sofidy,1 - 3 RUE EUGENE VARLIN MALAKOFF,48.820508,2.3006076,34,,,,,,,92240,,
Sofidy,62 BIS AVENUE ANDRE MORIZET BOULOGNE BILLANCOURT,48.837548,2.2357589,29,,,,,,,92100,,
Sofidy,11 BOULEVARD BRUNE PARIS,48.827725,2.3061348,2,,,,,,,75014,,
Sofidy,27-27 BIS QUAI CARNOT SAINT CLOUD,48.8463166,2.2232188,66,,,,,,,92210,,
Sofidy,LE TERTIOPOLE MERIGNAC,44.82578,-0.6705469,22,,,,,,,33700,,
Sofidy,LE TASTA - BOULEVARD DES EXPOSITIONS BRUGES,44.882941,-0.5884523,44,,,,,,,33520,,
Sofidy,4 RUE DES MESSAGERIES METZ,49.1055966,6.1814269,2,,,,,,,57000,,
Sofidy,207 COURS DU MEDOC BORDEAUX,44.8651804,-0.5746,69,,,,,,,33000,,
Sofidy,7 ALLEE HAUSSMANN BORDEAUX,44.8655669,-0.5731508,32,,,,,,,33000,,
Sofidy,73 / 75 RUE MARTAINVILLE ROUEN,49.4388619,1.102288,20,,,,,,,76000,,
Sofidy,ZAC DE LA GRANDE BORDE LABEGE,43.5547208,1.5058391,87,,,,,,,31670,,
Sofidy,50 AVENUE DE LA COTE DE NACRE CAEN,49.2017675,-0.361462,7,,,,,,,14000,,
Sofidy,16 BOULEVARD CHAMBLAIN MELUN,48.5337819,2.6542632,3,,,,,,,77000,,
Sofidy,71bis 73 75 AVENUE REPUBLIQUE AUBERVILLIERS ,48.9083494,2.3877021,12,,,,,,,93300,,
Sofidy,40 RUE BIGNON CESSON SEVIGNE,48.0994192,-1.6150496,2,,,,,,,35510,,
Sofidy,113 AVENUE ARISTIDE BRIAND ARCUEIL,48.8025673,2.3248245,5,,,,,,,94110,,
Sofidy,23 BIS RUE DANJOU BOULOGNE BILLANCOURT,48.8330031,2.248616,12,,,,,,,92100,,
Sofidy,50 BIS / 56 / 58 AVENUE JEAN JAURES COLOMBES,48.9340998,2.2594695,57,,,,,,,92700,,
Sofidy,2-4 RUE MAURICE HARTMANN ISSY LES MOULINEAUX,48.8275376,2.2833086,207,,,,,,,92130,,
Sofidy,139 RUE JEAN-JACQUES ROUSSEAU ISSY LES MOULINEAUX,48.822649,2.2600255,33,,,,,,,92130,,
Sofidy,5 - 7 RUE DU MOULIN BAYARD TOULOUSE,43.6093312,1.4527538,3,,,,,,,31000,,
Sofidy,ZAC DU PARISUD IV COMBS LA VILLE,48.66602,2.55769,6,,,,,,,77380,,
Accessite,53 rue de Passy Paris,48.8575086,2.2796051,,,,,,,CC Passy Plaza,75016,,
Accessite,16 Rue de Lisbonne Rosny-sous-Bois,48.8820154,2.4701513,,,,,,,CC Domus Rosny,93110,,
Accessite,ZC Alpha Park - 90 Av. Henri Barbusse Les Clayes-sous-Bois,48.8282271,1.9716109,,,,,,,,78340,,
Accessite,2 Avenue Du Bearn Buchelay,48.9896397,1.6672417,,,,,,,Mon Beau Buchelay,78200,,
